Nordwandschacht
SURVEY NAME: NWS1A
SURVEY DATE: 08 13 2023   COMMENT: Oberer Teil der Tiefenbronner Halle
SURVEY TEAM:
Peter Jeutter, Robin Jeutter, Tanguy Racine
DECLINATION:    0.00  FORMAT: DMMDLRUDLDAN  CORRECTIONS:  0.00 0.00 0.00

        FROM           TO   LENGTH  BEARING      INC     LEFT       UP     DOWN    RIGHT   FLAGS  COMMENTS

      nws.1.7       nws.1.0     8.53    30.13      0.8     0.00     0.00     0.00     0.00   
      nws.1.0       nws.1.1    29.53    87.73     -2.7     0.00     0.00     0.00     0.00   
      nws.1.1       nws.1.2    38.52    91.73     28.0     0.00     0.00     0.00     0.00   
      nws.1.2     nws.1.2.1    51.44    17.13      2.5     0.00     0.00     0.00     0.00   
    nws.1.2.1     nws.1.2.2    12.96    25.73     17.2     0.00     0.00     0.00     0.00   
    nws.1.2.2     nws.1.2.3    21.13    75.33     36.0     0.00     0.00     0.00     0.00   
    nws.1.2.2     nws.1.2.4    18.01   261.93      3.2     0.00     0.00     0.00     0.00   
    nws.1.2.4     nws.1.2.5    15.03   332.33    -14.8     0.00     0.00     0.00     0.00   
    nws.1.2.5     nws.1.2.6    17.62   302.23      8.5     0.00     0.00     0.00     0.00   
    nws.1.2.6     nws.1.2.7     7.74   214.53      7.9     0.00     0.00     0.00     0.00   
    nws.1.2.6     nws.1.2.8    14.93   319.43      0.5     0.00     0.00     0.00     0.00   
    nws.1.2.8     nws.1.2.9    28.08    21.73    -14.2     0.00     0.00     0.00     0.00   
    nws.1.2.9    nws.1.2.10    33.10   336.43     -0.2     0.00     0.00     0.00     0.00   
   nws.1.2.10    nws.1.2.11    21.56   321.13     -5.8     0.00     0.00     0.00     0.00   
   nws.1.2.11    nws.1.2.12    17.88     5.93    -11.3     0.00     0.00     0.00     0.00   
    nws.1.2.5    nws.1.2.13    16.31   199.03    -24.2     0.00     0.00     0.00     0.00   
   nws.1.2.13    nws.1.2.14    17.75   222.03     22.2     0.00     0.00     0.00     0.00   
      nws.1.2       nws.1.3    59.84   145.23     29.6     0.00     0.00     0.00     0.00   
    nws.1.5.3       nws.1.3    65.32     6.93    -12.0     0.00     0.00     0.00     0.00  #|L#
      nws.1.3       nws.1.4    55.48   118.43     25.2     0.00     0.00     0.00     0.00   
      nws.1.4       nws.1.5    21.69    99.73      1.1     0.00     0.00     0.00     0.00   
      nws.1.5       nws.1.6    68.44   108.53    -29.9     0.00     0.00     0.00     0.00   
      nws.1.6     nws.1.6.1    14.96   115.23    -11.2     0.00     0.00     0.00     0.00   
      nws.1.8       nws.1.7    32.35    22.03     57.4     0.00     0.00     0.00     0.00   
    nws.1.6.1     nws.1.6.2    12.76   150.73    -48.2     0.00     0.00     0.00     0.00   
      nws.1.5     nws.1.5.1    26.90   200.43     17.6     0.00     0.00     0.00     0.00  #|L#
